layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.300000,16,12,3.259475,3.218515,2.616248,2.614984
model.1.conv,0.300000,32,23,3.218515,3.186029,2.614984,2.613715
model.10.cv2.conv,0.300000,256,180,3.186029,3.154747,2.613715,2.564999
model.13.cv2.conv,0.300000,128,90,3.154747,3.119422,2.564999,2.550369
model.16.cv2.conv,0.300000,64,45,3.119422,3.009131,2.550369,2.524928
model.17.conv,0.300000,64,45,3.009131,2.992898,2.524928,2.514782
model.19.cv2.conv,0.300000,128,90,2.992898,2.923160,2.514782,2.438364
model.2.cv2.conv,0.300000,64,45,2.923160,2.829285,2.438364,2.426489
model.20.conv,0.300000,128,90,2.829285,2.813066,2.426489,2.385943
model.22.cv2.conv,0.300000,256,180,2.813066,2.781116,2.385943,2.306067
model.23.cv2.0.0.conv,0.300000,64,45,2.781116,2.661705,2.306067,2.287409
model.23.cv2.0.1.conv,0.300000,64,45,2.661705,2.604553,2.287409,2.278479
model.23.cv2.1.0.conv,0.300000,64,45,2.604553,2.562388,2.278479,2.252126
model.23.cv2.1.1.conv,0.300000,64,45,2.562388,2.548100,2.252126,2.243196
model.23.cv2.2.0.conv,0.300000,64,45,2.548100,2.531403,2.243196,2.201453
model.23.cv2.2.1.conv,0.300000,64,45,2.531403,2.527831,2.201453,2.192523
model.23.cv3.0.0.1.conv,0.300000,80,56,2.527831,2.506941,2.192523,2.189259
model.23.cv3.0.1.1.conv,0.300000,80,56,2.506941,2.485898,2.189259,2.185971
model.23.cv3.1.0.1.conv,0.300000,80,56,2.485898,2.478948,2.185971,2.181627
model.23.cv3.1.1.1.conv,0.300000,80,56,2.478948,2.473687,2.181627,2.178339
model.23.cv3.2.0.1.conv,0.300000,80,56,2.473687,2.471085,2.178339,2.171835
model.23.cv3.2.1.1.conv,0.300000,80,56,2.471085,2.469770,2.171835,2.168547
model.3.conv,0.300000,64,45,2.469770,2.412618,2.168547,2.159617
model.4.cv2.conv,0.300000,128,90,2.412618,2.303421,2.159617,2.109723
model.5.conv,0.300000,128,90,2.303421,2.246330,2.109723,2.074041
model.6.cv2.conv,0.300000,128,90,2.246330,2.191792,2.074041,1.974291
model.7.conv,0.300000,256,180,2.191792,2.159356,1.974291,1.893199
model.8.cv2.conv,0.300000,256,180,2.159356,2.143760,1.893199,1.854211
model.9.cv2.conv,0.300000,256,180,2.143760,2.120383,1.854211,1.795767
