layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.242800,16,13,3.259475,3.228755,2.616248,2.615300
model.1.conv,0.230100,32,25,3.228755,3.201875,2.615300,2.614250
model.10.cv2.conv,0.245900,256,194,3.201875,3.176356,2.614250,2.574508
model.13.cv2.conv,0.268900,128,94,3.176356,3.144750,2.574508,2.561418
model.16.cv2.conv,0.290300,64,46,3.144750,3.040263,2.561418,2.537316
model.17.conv,0.306700,64,45,3.040263,3.023756,2.537316,2.526999
model.19.cv2.conv,0.270500,128,94,3.023756,2.961359,2.526999,2.458625
model.2.cv2.conv,0.218400,64,51,2.961359,2.897129,2.458625,2.450500
model.20.conv,0.302400,128,90,2.897129,2.880363,2.450500,2.408586
model.22.cv2.conv,0.273200,256,187,2.880363,2.851356,2.408586,2.336067
model.23.cv2.0.0.conv,0.307200,64,45,2.851356,2.730850,2.336067,2.317238
model.23.cv2.0.1.conv,0.309300,64,45,2.730850,2.673698,2.317238,2.308308
model.23.cv2.1.0.conv,0.291100,64,46,2.673698,2.632716,2.308308,2.282694
model.23.cv2.1.1.conv,0.285300,64,46,2.632716,2.618920,2.282694,2.274072
model.23.cv2.2.0.conv,0.262300,64,48,2.618920,2.604456,2.274072,2.237912
model.23.cv2.2.1.conv,0.250000,64,48,2.604456,2.601276,2.237912,2.229960
model.23.cv3.0.0.1.conv,0.319600,80,55,2.601276,2.579356,2.229960,2.226535
model.23.cv3.0.1.1.conv,0.320100,80,55,2.579356,2.557596,2.226535,2.223135
model.23.cv3.1.0.1.conv,0.310100,80,56,2.557596,2.550492,2.223135,2.218695
model.23.cv3.1.1.1.conv,0.310800,80,56,2.550492,2.545231,2.218695,2.215407
model.23.cv3.2.0.1.conv,0.275000,80,58,2.545231,2.542784,2.215407,2.209291
model.23.cv3.2.1.1.conv,0.276400,80,58,2.542784,2.541561,2.209291,2.206233
model.3.conv,0.217000,64,51,2.541561,2.497964,2.206233,2.199421
model.4.cv2.conv,0.223600,128,100,2.497964,2.417504,2.199421,2.162657
model.5.conv,0.218000,128,101,2.417504,2.373051,2.162657,2.134874
model.6.cv2.conv,0.220400,128,100,2.373051,2.332865,2.134874,2.061374
model.7.conv,0.223100,256,199,2.332865,2.306486,2.061374,1.995425
model.8.cv2.conv,0.224100,256,199,2.306486,2.294789,1.995425,1.966184
model.9.cv2.conv,0.227800,256,198,2.294789,2.276948,1.966184,1.921582
