epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,482.507,1.73608,3.51528,1.66005,0.47628,0.08767,0.05485,0.03505,1.54572,2.61338,1.47844,0.0350081,0.00166577,0.00166577
2,977.473,1.43352,2.52326,1.37102,0.41782,0.24107,0.22789,0.15233,1.38876,1.95818,1.33074,0.0199878,0.00331212,0.00331212
3,1474.01,1.35825,2.10361,1.31057,0.47796,0.32313,0.32354,0.21716,1.33236,1.6991,1.2868,0.004887,0.00487799,0.00487799
4,1968.97,1.31956,1.91725,1.28563,0.51906,0.36236,0.37554,0.25548,1.28202,1.55123,1.25067,0.00473024,0.00473024,0.00473024
5,2467.16,1.28945,1.80819,1.26551,0.557,0.3787,0.40074,0.27511,1.24801,1.48544,1.22721,0.00452732,0.00452732,0.00452732
6,2963.81,1.26929,1.74907,1.25187,0.56759,0.39014,0.41577,0.28669,1.23416,1.4434,1.21436,0.00427509,0.00427509,0.00427509
7,3460.69,1.25284,1.70725,1.24301,0.56949,0.40167,0.42794,0.29616,1.22195,1.41433,1.20754,0.00397977,0.00397977,0.00397977
8,3956.03,1.24097,1.67102,1.23384,0.57638,0.40326,0.43372,0.30126,1.21627,1.39905,1.202,0.00364863,0.00364863,0.00364863
9,4454.48,1.23208,1.64084,1.22951,0.58395,0.40762,0.43941,0.30542,1.20961,1.38638,1.1983,0.00328982,0.00328982,0.00328982
10,4953.62,1.22226,1.60929,1.22275,0.59222,0.40861,0.44295,0.308,1.20574,1.37687,1.19564,0.00291218,0.00291218,0.00291218
11,5433.68,1.24924,1.52065,1.24833,0.59668,0.40932,0.4464,0.31094,1.20126,1.36861,1.19247,0.002525,0.002525,0.002525
12,5912.19,1.23678,1.48277,1.23807,0.5986,0.41218,0.44961,0.31364,1.19823,1.36116,1.19029,0.00213782,0.00213782,0.00213782
13,6389.89,1.22395,1.44999,1.22954,0.59664,0.41624,0.45238,0.31605,1.19616,1.35501,1.18833,0.00176018,0.00176018,0.00176018
14,6870.9,1.21201,1.41978,1.2226,0.60157,0.41541,0.45555,0.31844,1.19347,1.3487,1.18626,0.00140137,0.00140137,0.00140137
15,7349.84,1.2025,1.39235,1.21525,0.593,0.41726,0.45858,0.32044,1.19088,1.34301,1.1842,0.00107023,0.00107023,0.00107023
16,7830.18,1.1896,1.36597,1.20776,0.59721,0.42132,0.46155,0.32229,1.18858,1.33748,1.18241,0.000774911,0.000774911,0.000774911
17,8308.61,1.1824,1.34086,1.20193,0.59487,0.42458,0.46381,0.32404,1.18706,1.33266,1.18109,0.000522683,0.000522683,0.000522683
18,8787.31,1.1737,1.32346,1.19731,0.59156,0.42807,0.46572,0.32569,1.1853,1.32808,1.17954,0.000319759,0.000319759,0.000319759
19,9267.1,1.16796,1.30809,1.19425,0.5907,0.43085,0.467,0.32676,1.18405,1.32438,1.17856,0.000171135,0.000171135,0.000171135
20,9747.64,1.16408,1.29796,1.1904,0.58986,0.43333,0.46846,0.32786,1.18311,1.32133,1.17758,8.04714e-05,8.04714e-05,8.04714e-05
