layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.261700,16,12,3.259475,3.218515,2.616248,2.614984
model.1.conv,0.255600,32,24,3.218515,3.189638,2.614984,2.613856
model.10.cv2.conv,0.263100,256,189,3.189638,3.162061,2.613856,2.570909
model.13.cv2.conv,0.274100,128,93,3.162061,3.129525,2.570909,2.557434
model.16.cv2.conv,0.284200,64,46,3.129525,3.025039,2.557434,2.533332
model.17.conv,0.292000,64,46,3.025039,3.009400,2.533332,2.523558
model.19.cv2.conv,0.274800,128,93,3.009400,2.945168,2.523558,2.453173
model.2.cv2.conv,0.250000,64,48,2.945168,2.866116,2.453173,2.443173
model.20.conv,0.289900,128,91,2.866116,2.849924,2.443173,2.402695
model.22.cv2.conv,0.276100,256,186,2.849924,2.820496,2.402695,2.329125
model.23.cv2.0.0.conv,0.292200,64,46,2.820496,2.706333,2.329125,2.311287
model.23.cv2.0.1.conv,0.293200,64,46,2.706333,2.651152,2.311287,2.302665
model.23.cv2.1.0.conv,0.284600,64,46,2.651152,2.610429,2.302665,2.277213
model.23.cv2.1.1.conv,0.281800,64,46,2.610429,2.596634,2.277213,2.268591
model.23.cv2.2.0.conv,0.270900,64,47,2.596634,2.581327,2.268591,2.230324
model.23.cv2.2.1.conv,0.265100,64,48,2.581327,2.578204,2.230324,2.222516
model.23.cv3.0.0.1.conv,0.298200,80,57,2.578204,2.558038,2.222516,2.219365
model.23.cv3.0.1.1.conv,0.298400,80,57,2.558038,2.537724,2.219365,2.216191
model.23.cv3.1.0.1.conv,0.293600,80,57,2.537724,2.530953,2.216191,2.211959
model.23.cv3.1.1.1.conv,0.293900,80,57,2.530953,2.525874,2.211959,2.208785
model.23.cv3.2.0.1.conv,0.277000,80,58,2.525874,2.523437,2.208785,2.202691
model.23.cv3.2.1.1.conv,0.277600,80,58,2.523437,2.522214,2.202691,2.199633
model.3.conv,0.249400,64,49,2.522214,2.474502,2.199633,2.192178
model.4.cv2.conv,0.252500,128,96,2.474502,2.382546,2.192178,2.150162
model.5.conv,0.249800,128,97,2.382546,2.333294,2.150162,2.119379
model.6.cv2.conv,0.251000,128,96,2.333294,2.287367,2.119379,2.035379
model.7.conv,0.252300,256,192,2.287367,2.258670,2.035379,1.963635
model.8.cv2.conv,0.252800,256,192,2.258670,2.245537,1.963635,1.930803
model.9.cv2.conv,0.254500,256,191,2.245537,2.225543,1.930803,1.880818
