epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,208.594,1.39275,2.05585,1.34953,0.58285,0.40764,0.43625,0.29736,1.26055,1.48175,1.22885,0.0350384,0.0016624,0.0016624
2,392.586,1.26394,1.50362,1.27108,0.61453,0.43006,0.46934,0.32379,1.20274,1.35067,1.1929,0.0183905,0.00168118,0.00168118
