epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,508.686,1.79752,3.66052,1.70805,0.5689,0.06066,0.03899,0.0245,1.59159,2.7845,1.51889,0.0350081,0.00166577,0.00166577
2,1032.87,1.47096,2.71475,1.40635,0.31057,0.17533,0.12654,0.08342,1.43307,2.21463,1.3783,0.0199878,0.00331212,0.00331212
3,1555.42,1.39355,2.3225,1.34177,0.40855,0.23952,0.22354,0.14815,1.37214,1.92286,1.32148,0.004887,0.00487799,0.00487799
4,2077.37,1.34968,2.09325,1.31003,0.46346,0.30559,0.30204,0.20327,1.31529,1.71266,1.27874,0.00473024,0.00473024,0.00473024
5,2598.24,1.31499,1.93777,1.28444,0.51766,0.3394,0.35072,0.23847,1.27422,1.59351,1.24825,0.00452732,0.00452732,0.00452732
6,3120.03,1.29041,1.84992,1.26848,0.5335,0.36161,0.37965,0.25936,1.25222,1.52469,1.22925,0.00427509,0.00427509,0.00427509
7,3644.38,1.27176,1.7922,1.25754,0.53667,0.37576,0.39646,0.27227,1.24,1.48359,1.22159,0.00397977,0.00397977,0.00397977
8,4167.08,1.25787,1.74333,1.24666,0.54617,0.38408,0.4069,0.28055,1.23017,1.4588,1.21492,0.00364863,0.00364863,0.00364863
9,4688.53,1.24801,1.70876,1.24123,0.55325,0.39199,0.41474,0.28632,1.22439,1.44295,1.21118,0.00328982,0.00328982,0.00328982
10,5208.36,1.23751,1.673,1.23336,0.55638,0.39688,0.41985,0.29018,1.22008,1.43135,1.20784,0.00291218,0.00291218,0.00291218
11,5710.77,1.26554,1.57777,1.26165,0.5591,0.40006,0.42419,0.2936,1.21589,1.4192,1.20451,0.002525,0.002525,0.002525
12,6211.24,1.25142,1.5358,1.24917,0.56295,0.40239,0.42842,0.29692,1.21344,1.4081,1.20227,0.00213782,0.00213782,0.00213782
13,6709.47,1.23829,1.50144,1.24102,0.57445,0.40182,0.43255,0.30036,1.20996,1.39779,1.19946,0.00176018,0.00176018,0.00176018
14,7211.37,1.22597,1.46768,1.23391,0.56973,0.40781,0.43635,0.30304,1.2065,1.38883,1.19682,0.00140137,0.00140137,0.00140137
15,7712.01,1.21647,1.43846,1.22653,0.57345,0.41161,0.43998,0.30616,1.20326,1.38076,1.19439,0.00107023,0.00107023,0.00107023
16,8211.31,1.20248,1.41245,1.2189,0.57731,0.41485,0.44348,0.30884,1.20023,1.37355,1.19237,0.000774911,0.000774911,0.000774911
17,8710.16,1.19556,1.38703,1.21255,0.57754,0.41721,0.44613,0.31115,1.19786,1.36792,1.1905,0.000522683,0.000522683,0.000522683
18,9211.16,1.18758,1.36948,1.20826,0.58278,0.41916,0.44855,0.3129,1.19592,1.36317,1.189,0.000319759,0.000319759,0.000319759
19,9710.48,1.18078,1.35261,1.20397,0.57488,0.42021,0.45076,0.31467,1.19447,1.35926,1.18765,0.000171135,0.000171135,0.000171135
20,10210,1.17753,1.34347,1.20056,0.58098,0.42099,0.45268,0.31595,1.19327,1.35578,1.18646,8.04714e-05,8.04714e-05,8.04714e-05
