layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.028300,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.009200,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.032900,256,248,3.244934,3.241642,2.615764,2.610636
model.13.cv2.conv,0.067700,128,120,3.241642,3.234205,2.610636,2.607556
model.16.cv2.conv,0.100000,64,58,3.234205,3.199376,2.607556,2.599522
model.17.conv,0.124600,64,57,3.199376,3.192085,2.599522,2.594965
model.19.cv2.conv,0.070000,128,120,3.192085,3.177403,2.594965,2.578877
model.2.cv2.conv,0.000000,64,63,3.177403,3.172462,2.578877,2.578252
model.20.conv,0.118100,128,113,3.172462,3.164440,2.578252,2.558197
model.22.cv2.conv,0.074100,256,238,3.164440,3.156873,2.558197,2.539279
model.23.cv2.0.0.conv,0.125300,64,56,3.156873,3.100604,2.539279,2.530487
model.23.cv2.0.1.conv,0.128500,64,56,3.100604,3.071472,2.530487,2.525935
model.23.cv2.1.0.conv,0.101000,64,58,3.071472,3.055564,2.525935,2.515993
model.23.cv2.1.1.conv,0.092300,64,59,3.055564,3.050868,2.515993,2.513058
model.23.cv2.2.0.conv,0.057700,64,61,3.050868,3.047606,2.513058,2.504901
model.23.cv2.2.1.conv,0.039200,64,62,3.047606,3.047114,2.504901,2.503673
model.23.cv3.0.0.1.conv,0.144100,80,69,3.047114,3.036625,2.503673,2.502034
model.23.cv3.0.1.1.conv,0.144800,80,69,3.036625,3.026065,2.502034,2.500384
model.23.cv3.1.0.1.conv,0.129800,80,70,3.026065,3.022689,2.500384,2.498274
model.23.cv3.1.1.1.conv,0.130800,80,70,3.022689,3.020273,2.498274,2.496764
model.23.cv3.2.0.1.conv,0.076900,80,74,3.020273,3.019483,2.496764,2.494790
model.23.cv3.2.1.1.conv,0.078900,80,74,3.019483,3.019111,2.494790,2.493860
model.3.conv,0.000000,64,63,3.019111,3.015066,2.493860,2.493228
model.4.cv2.conv,0.000000,128,127,3.015066,3.012193,2.493228,2.491915
model.5.conv,0.000000,128,127,3.012193,3.010158,2.491915,2.490643
model.6.cv2.conv,0.000000,128,127,3.010158,3.008722,2.490643,2.488018
model.7.conv,0.000000,256,255,3.008722,3.008162,2.488018,2.486618
model.8.cv2.conv,0.000100,256,255,3.008162,3.007957,2.486618,2.486105
model.9.cv2.conv,0.005700,256,255,3.007957,3.007650,2.486105,2.485336
