epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,491.992,1.74203,3.53953,1.65324,0.49984,0.07371,0.04935,0.03181,1.55048,2.68683,1.48905,0.0350081,0.00166577,0.00166577
2,1000.9,1.44225,2.61334,1.38095,0.3654,0.18968,0.1615,0.10872,1.40836,2.10522,1.35409,0.0199878,0.00331212,0.00331212
3,1509.44,1.36858,2.2085,1.32094,0.45034,0.28902,0.28453,0.19166,1.34267,1.77474,1.2992,0.004887,0.00487799,0.00487799
4,2016.05,1.32348,1.96645,1.28922,0.51209,0.34472,0.35891,0.24426,1.28817,1.58747,1.2592,0.00473024,0.00473024,0.00473024
5,2521.91,1.29281,1.83609,1.2678,0.54494,0.36868,0.3886,0.26658,1.25307,1.50819,1.23107,0.00452732,0.00452732,0.00452732
6,3026.77,1.27106,1.76874,1.25354,0.55414,0.3887,0.40926,0.2828,1.2342,1.45417,1.21629,0.00427509,0.00427509,0.00427509
7,3533.06,1.25463,1.72221,1.24456,0.56029,0.39671,0.42033,0.29131,1.22417,1.42945,1.20869,0.00397977,0.00397977,0.00397977
8,4038.53,1.24331,1.68411,1.23606,0.57258,0.40006,0.42989,0.29825,1.21643,1.41174,1.20304,0.00364863,0.00364863,0.00364863
9,4543.82,1.23432,1.65382,1.23077,0.58833,0.40044,0.43465,0.3022,1.21137,1.39851,1.19971,0.00328982,0.00328982,0.00328982
10,5048.51,1.22324,1.62005,1.22376,0.58895,0.40408,0.43767,0.30469,1.20674,1.38826,1.1969,0.00291218,0.00291218,0.00291218
11,5537.04,1.25139,1.53136,1.25042,0.59552,0.40423,0.44158,0.30793,1.20218,1.38001,1.19425,0.002525,0.002525,0.002525
12,6021.99,1.23825,1.49411,1.23873,0.59754,0.40721,0.44592,0.31119,1.19965,1.37189,1.19185,0.00213782,0.00213782,0.00213782
13,6506.9,1.22658,1.46028,1.23188,0.60221,0.40766,0.44894,0.31338,1.19778,1.36531,1.19028,0.00176018,0.00176018,0.00176018
14,6992.01,1.21362,1.43192,1.22416,0.60259,0.41069,0.45176,0.31568,1.19503,1.35903,1.18838,0.00140137,0.00140137,0.00140137
15,7473.37,1.20404,1.40308,1.21732,0.59933,0.4143,0.45425,0.31794,1.19237,1.35284,1.18617,0.00107023,0.00107023,0.00107023
16,7956.83,1.19076,1.37521,1.2097,0.60008,0.41777,0.45602,0.3198,1.19021,1.34782,1.18434,0.000774911,0.000774911,0.000774911
17,8440.56,1.18394,1.35099,1.20343,0.59932,0.42138,0.45783,0.32147,1.18762,1.34256,1.18234,0.000522683,0.000522683,0.000522683
18,8923.69,1.17545,1.33336,1.19899,0.60116,0.42237,0.45961,0.32275,1.18585,1.33748,1.18097,0.000319759,0.000319759,0.000319759
19,9409.88,1.16947,1.31783,1.19558,0.60251,0.42433,0.46126,0.32376,1.18455,1.33341,1.17974,0.000171135,0.000171135,0.000171135
20,9893.77,1.16557,1.30824,1.19207,0.60479,0.42462,0.46296,0.32459,1.1835,1.3302,1.17864,8.04714e-05,8.04714e-05,8.04714e-05
