epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,490.833,1.74568,3.56537,1.65208,0.44754,0.08032,0.04799,0.03068,1.55131,2.66927,1.47926,0.0350081,0.00166577,0.00166577
2,993.165,1.4394,2.58109,1.3743,0.39672,0.22108,0.20204,0.13539,1.39557,2.01639,1.33486,0.0199878,0.00331212,0.00331212
3,1494.26,1.36236,2.14039,1.31238,0.45713,0.31107,0.31096,0.20936,1.33373,1.7209,1.28748,0.004887,0.00487799,0.00487799
4,1994.8,1.32112,1.93473,1.28684,0.51752,0.35701,0.37132,0.25252,1.28324,1.56396,1.25047,0.00473024,0.00473024,0.00473024
5,2492.23,1.29069,1.81808,1.26535,0.55152,0.37942,0.3971,0.27306,1.25235,1.49147,1.22764,0.00452732,0.00452732,0.00452732
6,2993.08,1.2703,1.75732,1.25249,0.56586,0.39286,0.4149,0.28661,1.23472,1.44698,1.21555,0.00427509,0.00427509,0.00427509
7,3492.94,1.25407,1.71359,1.24342,0.57141,0.39821,0.42712,0.29553,1.21953,1.418,1.20583,0.00397977,0.00397977,0.00397977
8,3992.93,1.24199,1.67626,1.23412,0.58213,0.40212,0.43436,0.30157,1.21496,1.40036,1.20172,0.00364863,0.00364863,0.00364863
9,4491.4,1.23377,1.6458,1.22997,0.58911,0.40513,0.44019,0.30583,1.2085,1.38938,1.19789,0.00328982,0.00328982,0.00328982
10,4990.28,1.22332,1.61389,1.22225,0.59328,0.40668,0.44352,0.30817,1.20537,1.38089,1.19545,0.00291218,0.00291218,0.00291218
11,5470.1,1.25021,1.52392,1.24922,0.58821,0.41369,0.44675,0.311,1.2022,1.37127,1.19308,0.002525,0.002525,0.002525
12,5951.65,1.23805,1.48703,1.23852,0.59045,0.4151,0.45066,0.3142,1.1994,1.36293,1.19085,0.00213782,0.00213782,0.00213782
13,6433.18,1.2257,1.45388,1.23002,0.5922,0.4189,0.45317,0.31607,1.19676,1.35584,1.18844,0.00176018,0.00176018,0.00176018
14,6914.49,1.21282,1.42282,1.22252,0.58001,0.4247,0.45537,0.31832,1.19371,1.34939,1.18599,0.00140137,0.00140137,0.00140137
15,7395.82,1.20344,1.39509,1.21586,0.58535,0.42531,0.45812,0.32066,1.19091,1.34339,1.1838,0.00107023,0.00107023,0.00107023
16,7877.07,1.1903,1.36937,1.2087,0.58804,0.4276,0.46004,0.3225,1.18803,1.33801,1.18187,0.000774911,0.000774911,0.000774911
17,8358.79,1.18293,1.34467,1.20192,0.59061,0.42916,0.46282,0.32451,1.1861,1.33313,1.18033,0.000522683,0.000522683,0.000522683
18,8838.38,1.1746,1.32699,1.19714,0.58606,0.43322,0.46481,0.32611,1.18496,1.32849,1.17911,0.000319759,0.000319759,0.000319759
19,9320.58,1.16855,1.31121,1.19405,0.58968,0.43535,0.46655,0.32714,1.1834,1.32532,1.17788,0.000171135,0.000171135,0.000171135
20,9805.04,1.16442,1.30179,1.19041,0.58765,0.43956,0.46762,0.3283,1.18279,1.32216,1.177,8.04714e-05,8.04714e-05,8.04714e-05
