layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.236700,16,13,3.259475,3.228755,2.616248,2.615300
model.1.conv,0.218600,32,26,3.228755,3.205715,2.615300,2.614400
model.10.cv2.conv,0.241100,256,195,3.205715,3.180608,2.614400,2.575299
model.13.cv2.conv,0.273900,128,93,3.180608,3.148072,2.575299,2.561824
model.16.cv2.conv,0.304300,64,45,3.148072,3.037780,2.561824,2.536383
model.17.conv,0.327500,64,44,3.037780,3.020692,2.536383,2.525703
model.19.cv2.conv,0.276000,128,93,3.020692,2.956460,2.525703,2.455318
model.2.cv2.conv,0.202000,64,52,2.956460,2.897171,2.455318,2.447818
model.20.conv,0.321400,128,87,2.897171,2.879229,2.447818,2.402964
model.22.cv2.conv,0.279900,256,185,2.879229,2.849381,2.402964,2.328343
model.23.cv2.0.0.conv,0.328200,64,43,2.849381,2.717400,2.328343,2.307721
model.23.cv2.0.1.conv,0.331200,64,43,2.717400,2.656651,2.307721,2.298229
model.23.cv2.1.0.conv,0.305300,64,45,2.656651,2.613666,2.298229,2.271363
model.23.cv2.1.1.conv,0.297100,64,45,2.613666,2.599378,2.271363,2.262433
model.23.cv2.2.0.conv,0.264500,64,48,2.599378,2.585029,2.262433,2.226561
model.23.cv2.2.1.conv,0.247000,64,49,2.585029,2.582047,2.226561,2.219106
model.23.cv3.0.0.1.conv,0.346000,80,53,2.582047,2.558546,2.219106,2.215434
model.23.cv3.0.1.1.conv,0.346600,80,53,2.558546,2.535391,2.215434,2.211816
model.23.cv3.1.0.1.conv,0.332500,80,54,2.535391,2.527736,2.211816,2.207032
model.23.cv3.1.1.1.conv,0.333400,80,54,2.527736,2.522120,2.207032,2.203522
model.23.cv3.2.0.1.conv,0.282500,80,58,2.522120,2.519692,2.203522,2.197450
model.23.cv3.2.1.1.conv,0.284500,80,58,2.519692,2.518468,2.197450,2.194392
model.3.conv,0.200000,64,52,2.518468,2.477534,2.194392,2.187996
model.4.cv2.conv,0.209400,128,102,2.477534,2.402820,2.187996,2.153858
model.5.conv,0.201400,128,103,2.402820,2.360940,2.153858,2.127683
model.6.cv2.conv,0.204800,128,102,2.360940,2.323625,2.127683,2.059433
model.7.conv,0.208700,256,203,2.323625,2.298715,2.059433,1.997158
model.8.cv2.conv,0.210100,256,203,2.298715,2.287840,1.997158,1.969969
model.9.cv2.conv,0.215400,256,201,2.287840,2.270922,1.969969,1.927674
