epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,470.234,1.75564,3.60594,1.66764,0.59082,0.06312,0.0421,0.02656,1.5702,2.72597,1.4999,0.0350081,0.00166577,0.00166577
2,971.406,1.45463,2.65857,1.39289,0.3291,0.17945,0.14061,0.09312,1.42613,2.17066,1.37072,0.0199878,0.00331212,0.00331212
3,1478.35,1.3811,2.27725,1.33327,0.39692,0.25605,0.23488,0.1568,1.35819,1.88075,1.3141,0.004887,0.00487799,0.00487799
4,1985.96,1.33901,2.05727,1.3029,0.47914,0.31308,0.31516,0.2129,1.30352,1.67957,1.27066,0.00473024,0.00473024,0.00473024
5,2494.59,1.30563,1.90589,1.27838,0.52077,0.35054,0.36476,0.24825,1.2684,1.56238,1.24558,0.00452732,0.00452732,0.00452732
6,3003.3,1.28374,1.82063,1.26349,0.53075,0.37219,0.38936,0.267,1.24694,1.49855,1.22793,0.00427509,0.00427509,0.00427509
7,3516.86,1.26556,1.7644,1.25292,0.54557,0.3837,0.40511,0.27863,1.23385,1.46016,1.21929,0.00397977,0.00397977,0.00397977
8,4029.2,1.25121,1.71763,1.2424,0.56527,0.38949,0.41579,0.28761,1.22288,1.43671,1.20974,0.00364863,0.00364863,0.00364863
9,4544.28,1.24031,1.68299,1.2357,0.55925,0.39868,0.4227,0.29294,1.21556,1.42313,1.20574,0.00328982,0.00328982,0.00328982
10,5058.19,1.22898,1.6465,1.22841,0.5658,0.40057,0.42749,0.2964,1.21124,1.41144,1.20274,0.00291218,0.00291218,0.00291218
11,5551.87,1.25748,1.55443,1.25583,0.56608,0.4061,0.43197,0.30001,1.20724,1.40023,1.19959,0.002525,0.002525,0.002525
12,6043.54,1.24355,1.51474,1.2441,0.57224,0.4097,0.43571,0.30301,1.20397,1.39007,1.19685,0.00213782,0.00213782,0.00213782
13,6534.33,1.2313,1.48188,1.23623,0.58402,0.40785,0.43934,0.30573,1.20134,1.38216,1.19482,0.00176018,0.00176018,0.00176018
14,7024.53,1.21825,1.44956,1.22802,0.58767,0.41077,0.44293,0.30851,1.19845,1.37421,1.19254,0.00140137,0.00140137,0.00140137
15,7513.03,1.20853,1.42007,1.22108,0.59386,0.41214,0.44581,0.31123,1.19598,1.36738,1.19046,0.00107023,0.00107023,0.00107023
16,8004.7,1.19569,1.3931,1.21423,0.59486,0.41475,0.44897,0.31347,1.19362,1.36144,1.18864,0.000774911,0.000774911,0.000774911
17,8493.42,1.18802,1.36784,1.20673,0.60088,0.41592,0.45222,0.31568,1.19172,1.35673,1.18689,0.000522683,0.000522683,0.000522683
18,8981.87,1.17958,1.35038,1.20207,0.60046,0.41804,0.45458,0.31781,1.19003,1.35223,1.18531,0.000319759,0.000319759,0.000319759
19,9466.87,1.17376,1.33396,1.19872,0.60441,0.41977,0.4565,0.31945,1.18807,1.34841,1.18351,0.000171135,0.000171135,0.000171135
20,9950.97,1.17015,1.32434,1.19536,0.6084,0.4196,0.45829,0.32104,1.18708,1.34528,1.18237,8.04714e-05,8.04714e-05,8.04714e-05
