epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,197.022,1.35505,1.88516,1.31835,0.59668,0.4162,0.45266,0.31145,1.23007,1.43097,1.19437,0.0350384,0.0016624,0.0016624
2,382.543,1.2415,1.46086,1.25217,0.61105,0.44078,0.47846,0.33323,1.18654,1.32051,1.17165,0.0183905,0.00168118,0.00168118
