epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,532.063,1.83521,3.72531,1.752,0.55139,0.05245,0.0364,0.02283,1.61548,2.84566,1.53894,0.0350081,0.00166577,0.00166577
2,1051.08,1.49092,2.76972,1.42245,0.34995,0.15305,0.11073,0.07247,1.46052,2.26881,1.39816,0.0199878,0.00331212,0.00331212
3,1550.94,1.41078,2.3888,1.35562,0.32849,0.23237,0.20003,0.13279,1.39266,1.9874,1.34308,0.004887,0.00487799,0.00487799
4,2076.54,1.36634,2.16641,1.32232,0.42033,0.27733,0.26539,0.17816,1.33097,1.79594,1.29388,0.00473024,0.00473024,0.00473024
5,2604.92,1.33255,2.02031,1.29861,0.46033,0.31139,0.30763,0.20903,1.29396,1.68769,1.26721,0.00452732,0.00452732,0.00452732
6,3120.7,1.30918,1.93479,1.28217,0.49115,0.32864,0.33473,0.22982,1.27198,1.61406,1.24557,0.00427509,0.00427509,0.00427509
7,3641.58,1.28943,1.87446,1.26938,0.5073,0.34599,0.35562,0.2442,1.25661,1.56976,1.23347,0.00397977,0.00397977,0.00397977
8,4167.77,1.27536,1.82283,1.2592,0.51974,0.35331,0.36708,0.25226,1.24625,1.54136,1.22687,0.00364863,0.00364863,0.00364863
9,4700.42,1.26467,1.78261,1.25261,0.52968,0.35953,0.37678,0.25981,1.23941,1.51936,1.22213,0.00328982,0.00328982,0.00328982
10,5231.57,1.2532,1.7432,1.24494,0.53316,0.36535,0.38336,0.26435,1.2344,1.50294,1.2184,0.00291218,0.00291218,0.00291218
11,5742.52,1.283,1.64907,1.27504,0.5441,0.36793,0.38974,0.26959,1.23105,1.48866,1.21581,0.002525,0.002525,0.002525
12,6247.86,1.26832,1.60472,1.26313,0.54537,0.37221,0.39631,0.27424,1.22757,1.475,1.21293,0.00213782,0.00213782,0.00213782
13,6750.13,1.25607,1.56777,1.25416,0.54394,0.37815,0.40177,0.27816,1.22473,1.46343,1.2109,0.00176018,0.00176018,0.00176018
14,7248.69,1.24249,1.53076,1.24603,0.54385,0.38281,0.40669,0.28225,1.22176,1.45333,1.20872,0.00140137,0.00140137,0.00140137
15,7744.76,1.23249,1.50026,1.23854,0.55343,0.38434,0.41162,0.28582,1.21781,1.44403,1.20588,0.00107023,0.00107023,0.00107023
16,8242.11,1.21877,1.47258,1.23054,0.55983,0.387,0.4162,0.28919,1.21475,1.43535,1.20359,0.000774911,0.000774911,0.000774911
17,8739.3,1.21132,1.44627,1.22496,0.56335,0.39071,0.4208,0.29238,1.21189,1.42688,1.20144,0.000522683,0.000522683,0.000522683
18,9235.44,1.20271,1.42678,1.21941,0.56941,0.39347,0.42425,0.29521,1.20948,1.42001,1.19927,0.000319759,0.000319759,0.000319759
19,9731.36,1.19695,1.41038,1.21611,0.57311,0.39743,0.42704,0.29684,1.20771,1.41362,1.1976,0.000171135,0.000171135,0.000171135
20,10225.9,1.19346,1.39958,1.21281,0.57401,0.40009,0.42975,0.29879,1.2065,1.40841,1.19646,8.04714e-05,8.04714e-05,8.04714e-05
