epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,514.293,1.83077,3.72505,1.74371,0.5604,0.0455,0.03318,0.02062,1.60754,2.85034,1.54386,0.0350081,0.00166577,0.00166577
2,1024.89,1.48489,2.76853,1.42259,0.31357,0.16069,0.11057,0.07252,1.44911,2.26702,1.39798,0.0199878,0.00331212,0.00331212
3,1535.24,1.40403,2.37945,1.35445,0.36471,0.23012,0.19791,0.13065,1.38891,1.98372,1.34338,0.004887,0.00487799,0.00487799
4,2050.18,1.36217,2.1559,1.32079,0.41228,0.27943,0.26618,0.1795,1.33092,1.79167,1.29698,0.00473024,0.00473024,0.00473024
5,2564.87,1.33003,2.01393,1.29746,0.4637,0.30834,0.30649,0.20718,1.29395,1.6843,1.27134,0.00452732,0.00452732,0.00452732
6,3076.8,1.30782,1.93003,1.28342,0.49443,0.32202,0.33572,0.2298,1.27337,1.61366,1.25196,0.00427509,0.00427509,0.00427509
7,3592.36,1.29013,1.8725,1.27193,0.50783,0.34053,0.35366,0.24138,1.26002,1.56899,1.24209,0.00397977,0.00397977,0.00397977
8,4109.22,1.2759,1.82192,1.26151,0.51979,0.34882,0.36677,0.25154,1.24889,1.53902,1.23416,0.00364863,0.00364863,0.00364863
9,4632.11,1.26529,1.78207,1.25484,0.51272,0.36179,0.37356,0.2574,1.24203,1.52191,1.22857,0.00328982,0.00328982,0.00328982
10,5153.22,1.25293,1.74524,1.24546,0.52425,0.36496,0.37974,0.26204,1.23677,1.50687,1.22422,0.00291218,0.00291218,0.00291218
11,5655.17,1.28448,1.65844,1.27743,0.5255,0.37222,0.38606,0.26643,1.23294,1.4942,1.22088,0.002525,0.002525,0.002525
12,6154.64,1.26928,1.61127,1.26449,0.52677,0.37896,0.39186,0.27096,1.22892,1.48157,1.21743,0.00213782,0.00213782,0.00213782
13,6655.34,1.25576,1.57459,1.25624,0.53027,0.38309,0.39695,0.27446,1.22509,1.47008,1.21383,0.00176018,0.00176018,0.00176018
14,7155.26,1.2435,1.53877,1.24818,0.53526,0.38508,0.4018,0.27804,1.22175,1.46012,1.21127,0.00140137,0.00140137,0.00140137
15,7655.07,1.23283,1.50897,1.24104,0.54596,0.38702,0.40617,0.28125,1.21744,1.45074,1.20799,0.00107023,0.00107023,0.00107023
16,8154.52,1.21941,1.48071,1.23388,0.55128,0.38897,0.41082,0.28457,1.21499,1.44113,1.206,0.000774911,0.000774911,0.000774911
17,8653.43,1.21245,1.45364,1.22613,0.5566,0.39131,0.41409,0.28698,1.21288,1.43247,1.20391,0.000522683,0.000522683,0.000522683
18,9150.61,1.20417,1.43547,1.2217,0.56382,0.39237,0.41808,0.2899,1.21074,1.42518,1.20199,0.000319759,0.000319759,0.000319759
19,9646.61,1.19812,1.41946,1.2183,0.56547,0.39643,0.4211,0.29225,1.20868,1.41907,1.20035,0.000171135,0.000171135,0.000171135
20,10144.5,1.19444,1.40924,1.21506,0.56762,0.39837,0.42378,0.29416,1.20703,1.41367,1.19875,8.04714e-05,8.04714e-05,8.04714e-05
