layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.285200,16,12,3.259475,3.218515,2.616248,2.614984
model.1.conv,0.282900,32,23,3.218515,3.186029,2.614984,2.613715
model.10.cv2.conv,0.285800,256,183,3.186029,3.155982,2.613715,2.566922
model.13.cv2.conv,0.290000,128,91,3.155982,3.121587,2.566922,2.552677
model.16.cv2.conv,0.293900,64,46,3.121587,3.017100,2.552677,2.528575
model.17.conv,0.296900,64,45,3.017100,3.000593,2.528575,2.518258
model.19.cv2.conv,0.290300,128,91,3.000593,2.932691,2.518258,2.443851
model.2.cv2.conv,0.280800,64,47,2.932691,2.848697,2.443851,2.433226
model.20.conv,0.296100,128,91,2.848697,2.832772,2.433226,2.393414
model.22.cv2.conv,0.290800,256,182,2.832772,2.801663,2.393414,2.315640
model.23.cv2.0.0.conv,0.297000,64,45,2.801663,2.681157,2.315640,2.296811
model.23.cv2.0.1.conv,0.297400,64,45,2.681157,2.624005,2.296811,2.287881
model.23.cv2.1.0.conv,0.294100,64,46,2.624005,2.583800,2.287881,2.262753
model.23.cv2.1.1.conv,0.293000,64,46,2.583800,2.570005,2.262753,2.254131
model.23.cv2.2.0.conv,0.288800,64,46,2.570005,2.554057,2.254131,2.214261
model.23.cv2.2.1.conv,0.286600,64,46,2.554057,2.550608,2.214261,2.205639
model.23.cv3.0.0.1.conv,0.299300,80,57,2.550608,2.530442,2.205639,2.202488
model.23.cv3.0.1.1.conv,0.299400,80,57,2.530442,2.510128,2.202488,2.199314
model.23.cv3.1.0.1.conv,0.297500,80,57,2.510128,2.503431,2.199314,2.195128
model.23.cv3.1.1.1.conv,0.297700,80,57,2.503431,2.498352,2.195128,2.191954
model.23.cv3.2.0.1.conv,0.291100,80,57,2.498352,2.495841,2.191954,2.185675
model.23.cv3.2.1.1.conv,0.291400,80,57,2.495841,2.494571,2.185675,2.182501
model.3.conv,0.280500,64,47,2.494571,2.441477,2.182501,2.174205
model.4.cv2.conv,0.281700,128,92,2.441477,2.338027,2.174205,2.126937
model.5.conv,0.280700,128,93,2.338027,2.284435,2.126937,2.093442
model.6.cv2.conv,0.281100,128,93,2.284435,2.234203,2.093442,2.001567
model.7.conv,0.281600,256,184,2.234203,2.202696,2.001567,1.922799
model.8.cv2.conv,0.281800,256,184,2.202696,2.187922,1.922799,1.885863
model.9.cv2.conv,0.282500,256,184,2.187922,2.165774,1.885863,1.830495
