epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,486.212,1.74389,3.52871,1.66262,0.50648,0.07717,0.04934,0.03135,1.54134,2.64664,1.48375,0.0350081,0.00166577,0.00166577
2,982.897,1.43409,2.55656,1.37119,0.42603,0.22748,0.20772,0.13934,1.39586,1.99544,1.33614,0.0199878,0.00331212,0.00331212
3,1482.7,1.35886,2.11805,1.30968,0.48115,0.322,0.3189,0.21497,1.3292,1.70048,1.28345,0.004887,0.00487799,0.00487799
4,1979.08,1.3194,1.91912,1.28433,0.5299,0.36261,0.37573,0.25486,1.28236,1.55088,1.25144,0.00473024,0.00473024,0.00473024
5,2476.52,1.28972,1.80789,1.26445,0.54676,0.37994,0.39871,0.27338,1.24988,1.48822,1.22917,0.00452732,0.00452732,0.00452732
6,2974.06,1.26934,1.74842,1.25096,0.55677,0.39332,0.41488,0.2856,1.23438,1.44273,1.21384,0.00427509,0.00427509,0.00427509
7,3474.61,1.25307,1.70594,1.24146,0.59349,0.3916,0.42762,0.29569,1.22213,1.41421,1.20596,0.00397977,0.00397977,0.00397977
8,3971.16,1.24114,1.6692,1.23315,0.58817,0.40226,0.43455,0.30142,1.21428,1.39575,1.20076,0.00364863,0.00364863,0.00364863
9,4469.02,1.23229,1.63687,1.22812,0.59559,0.40646,0.44113,0.30694,1.20768,1.38246,1.19619,0.00328982,0.00328982,0.00328982
10,4970.45,1.22142,1.60168,1.22079,0.59785,0.40907,0.44478,0.30953,1.20406,1.37286,1.19327,0.00291218,0.00291218,0.00291218
11,5449.89,1.24892,1.51708,1.24706,0.59489,0.41476,0.4485,0.31253,1.20091,1.36485,1.19109,0.002525,0.002525,0.002525
12,5928.67,1.23647,1.4807,1.23647,0.60255,0.41289,0.45107,0.31498,1.19787,1.35756,1.18878,0.00213782,0.00213782,0.00213782
13,6406.72,1.22421,1.44946,1.2289,0.59828,0.41626,0.45409,0.31683,1.19529,1.35151,1.18686,0.00176018,0.00176018,0.00176018
14,6884.99,1.21169,1.41888,1.22125,0.59629,0.42064,0.45687,0.31907,1.19232,1.34542,1.18452,0.00140137,0.00140137,0.00140137
15,7362.33,1.20189,1.39009,1.21452,0.59858,0.42309,0.45892,0.32101,1.19043,1.33958,1.18276,0.00107023,0.00107023,0.00107023
16,7839.47,1.18929,1.36376,1.20702,0.59778,0.42359,0.46124,0.32292,1.18795,1.33429,1.18073,0.000774911,0.000774911,0.000774911
17,8315.25,1.18191,1.33945,1.20092,0.60333,0.42585,0.46377,0.32452,1.1859,1.32906,1.17896,0.000522683,0.000522683,0.000522683
18,8790.94,1.1729,1.32135,1.1962,0.60371,0.43099,0.46605,0.32663,1.1843,1.32471,1.17768,0.000319759,0.000319759,0.000319759
19,9265.94,1.16722,1.30633,1.19319,0.61166,0.43036,0.46758,0.32777,1.18309,1.32104,1.17665,0.000171135,0.000171135,0.000171135
20,9743.21,1.16318,1.29656,1.18921,0.61158,0.43071,0.46911,0.32873,1.18207,1.31787,1.17565,8.04714e-05,8.04714e-05,8.04714e-05
