epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,198.568,1.35556,1.9005,1.31743,0.59547,0.4256,0.46006,0.3177,1.22595,1.40984,1.1894,0.0350384,0.0016624,0.0016624
2,383.241,1.24431,1.46138,1.2529,0.5956,0.44589,0.47376,0.33012,1.18979,1.33499,1.17472,0.0183905,0.00168118,0.00168118
