layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.248100,16,13,3.259475,3.228755,2.616248,2.615300
model.1.conv,0.238400,32,25,3.228755,3.201875,2.615300,2.614250
model.10.cv2.conv,0.250500,256,192,3.201875,3.175533,2.614250,2.573226
model.13.cv2.conv,0.268100,128,94,3.175533,3.143926,2.573226,2.560136
model.16.cv2.conv,0.284400,64,46,3.143926,3.039440,2.560136,2.536034
model.17.conv,0.296900,64,45,3.039440,3.022933,2.536034,2.525717
model.19.cv2.conv,0.269200,128,94,3.022933,2.960536,2.525717,2.457343
model.2.cv2.conv,0.229500,64,50,2.960536,2.891365,2.457343,2.448593
model.20.conv,0.293600,128,91,2.891365,2.875040,2.448593,2.407782
model.22.cv2.conv,0.271300,256,187,2.875040,2.846033,2.407782,2.335263
model.23.cv2.0.0.conv,0.297300,64,45,2.846033,2.725527,2.335263,2.316434
model.23.cv2.0.1.conv,0.298900,64,45,2.725527,2.668375,2.316434,2.307504
model.23.cv2.1.0.conv,0.285000,64,46,2.668375,2.627393,2.307504,2.281890
model.23.cv2.1.1.conv,0.280600,64,47,2.627393,2.614364,2.281890,2.273747
model.23.cv2.2.0.conv,0.263000,64,48,2.614364,2.599900,2.273747,2.237587
model.23.cv2.2.1.conv,0.253700,64,48,2.599900,2.596719,2.237587,2.229635
model.23.cv3.0.0.1.conv,0.306800,80,56,2.596719,2.575676,2.229635,2.226347
model.23.cv3.0.1.1.conv,0.307100,80,56,2.575676,2.554633,2.226347,2.223059
model.23.cv3.1.0.1.conv,0.299500,80,57,2.554633,2.547825,2.223059,2.218804
model.23.cv3.1.1.1.conv,0.300000,80,56,2.547825,2.542526,2.218804,2.215492
model.23.cv3.2.0.1.conv,0.272700,80,59,2.542526,2.540190,2.215492,2.209654
model.23.cv3.2.1.1.conv,0.273800,80,59,2.540190,2.539014,2.209654,2.206714
model.3.conv,0.228400,64,50,2.539014,2.492870,2.206714,2.199504
model.4.cv2.conv,0.233400,128,99,2.492870,2.409536,2.199504,2.161427
model.5.conv,0.229100,128,99,2.409536,2.362208,2.161427,2.131847
model.6.cv2.conv,0.231000,128,99,2.362208,2.320587,2.131847,2.055722
model.7.conv,0.233100,256,197,2.320587,2.293494,2.055722,1.987990
model.8.cv2.conv,0.233800,256,197,2.293494,2.281388,1.987990,1.957723
model.9.cv2.conv,0.236700,256,196,2.281388,2.262932,1.957723,1.911583
