epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,481.107,1.73434,3.49749,1.65571,0.44541,0.09902,0.06493,0.04192,1.52659,2.56454,1.46222,0.0350081,0.00166577,0.00166577
2,978.85,1.42648,2.48245,1.36424,0.40023,0.25101,0.23844,0.15899,1.38144,1.93058,1.32529,0.0199878,0.00331212,0.00331212
3,1477.46,1.35436,2.08177,1.30732,0.47324,0.33397,0.32969,0.22154,1.32809,1.68137,1.2841,0.004887,0.00487799,0.00487799
4,1980.46,1.3162,1.90445,1.28252,0.52047,0.36708,0.3779,0.25704,1.28148,1.54669,1.2503,0.00473024,0.00473024,0.00473024
5,2479.31,1.2867,1.79698,1.26287,0.55329,0.38237,0.40282,0.276,1.24874,1.4778,1.22639,0.00452732,0.00452732,0.00452732
6,2979.93,1.26709,1.74125,1.25051,0.56597,0.39018,0.41802,0.28873,1.23337,1.43853,1.21472,0.00427509,0.00427509,0.00427509
7,3473.71,1.25068,1.6984,1.24112,0.58961,0.39605,0.43094,0.29789,1.22081,1.40963,1.2061,0.00397977,0.00397977,0.00397977
8,3975.61,1.23875,1.65782,1.23283,0.58062,0.40445,0.43684,0.30299,1.21549,1.39359,1.20215,0.00364863,0.00364863,0.00364863
9,4468.49,1.23003,1.62499,1.2273,0.58313,0.41261,0.44327,0.30778,1.20977,1.37928,1.19817,0.00328982,0.00328982,0.00328982
10,4965.59,1.21984,1.59402,1.21995,0.59256,0.41076,0.44699,0.31052,1.20662,1.36901,1.19555,0.00291218,0.00291218,0.00291218
11,5445.27,1.24808,1.51113,1.24741,0.60032,0.41173,0.45028,0.31318,1.20202,1.36142,1.1923,0.002525,0.002525,0.002525
12,5922.96,1.23528,1.47649,1.23662,0.59543,0.4155,0.45309,0.31594,1.19877,1.35434,1.18977,0.00213782,0.00213782,0.00213782
13,6399.7,1.22335,1.44565,1.22877,0.60039,0.41614,0.45555,0.318,1.19536,1.34821,1.18727,0.00176018,0.00176018,0.00176018
14,6877.94,1.21042,1.41412,1.22086,0.60242,0.41907,0.45824,0.32006,1.19235,1.34228,1.18485,0.00140137,0.00140137,0.00140137
15,7356,1.20049,1.38655,1.21382,0.60278,0.41937,0.46063,0.32171,1.19009,1.33735,1.18318,0.00107023,0.00107023,0.00107023
16,7833.24,1.18809,1.36047,1.20704,0.60472,0.41952,0.46274,0.3236,1.18803,1.33263,1.18171,0.000774911,0.000774911,0.000774911
17,8312.27,1.18081,1.33593,1.20084,0.60869,0.42028,0.46498,0.32534,1.18645,1.32815,1.18053,0.000522683,0.000522683,0.000522683
18,8792.33,1.17236,1.31898,1.19673,0.60713,0.42446,0.46678,0.32667,1.18467,1.32394,1.17908,0.000319759,0.000319759,0.000319759
19,9271.17,1.16624,1.30364,1.19305,0.60686,0.42633,0.46811,0.32771,1.18357,1.32078,1.17821,0.000171135,0.000171135,0.000171135
20,9749.88,1.16229,1.29381,1.18919,0.60795,0.42687,0.46941,0.32873,1.18278,1.31815,1.17734,8.04714e-05,8.04714e-05,8.04714e-05
