epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,488.841,1.75267,3.52234,1.66689,0.42381,0.09636,0.05594,0.03572,1.54299,2.61211,1.47376,0.0350081,0.00166577,0.00166577
2,980.97,1.43541,2.52075,1.37605,0.38878,0.23611,0.22685,0.15193,1.38564,1.95788,1.3353,0.0199878,0.00331212,0.00331212
3,1470.31,1.35789,2.10123,1.31309,0.49501,0.32092,0.32851,0.22082,1.32865,1.68991,1.2857,0.004887,0.00487799,0.00487799
4,1957.84,1.31849,1.91621,1.28522,0.53153,0.36198,0.37691,0.25674,1.28047,1.55212,1.25043,0.00473024,0.00473024,0.00473024
5,2446.38,1.28944,1.80383,1.26508,0.56183,0.37378,0.40008,0.27534,1.2514,1.48435,1.2298,0.00452732,0.00452732,0.00452732
6,2937.04,1.26881,1.74581,1.25171,0.57156,0.38629,0.41749,0.28815,1.2327,1.43922,1.2141,0.00427509,0.00427509,0.00427509
7,3425.82,1.252,1.70404,1.2421,0.57376,0.39783,0.42943,0.29713,1.2197,1.40958,1.20579,0.00397977,0.00397977,0.00397977
8,3912.17,1.24106,1.66675,1.23403,0.5795,0.40836,0.43717,0.30278,1.21404,1.39351,1.20122,0.00364863,0.00364863,0.00364863
9,4400.88,1.23238,1.63792,1.22898,0.59173,0.40846,0.4428,0.30786,1.20745,1.38094,1.19662,0.00328982,0.00328982,0.00328982
10,4892.51,1.22184,1.6053,1.22171,0.60608,0.4061,0.44658,0.31077,1.20367,1.37202,1.19387,0.00291218,0.00291218,0.00291218
11,5364.22,1.24941,1.51776,1.24869,0.61142,0.40643,0.44973,0.31358,1.19919,1.36348,1.19088,0.002525,0.002525,0.002525
12,5835.09,1.23674,1.48029,1.23771,0.60229,0.41329,0.45287,0.31633,1.19642,1.3565,1.18889,0.00213782,0.00213782,0.00213782
13,6307.47,1.22412,1.4485,1.22971,0.59672,0.41764,0.45587,0.31835,1.19392,1.34981,1.18662,0.00176018,0.00176018,0.00176018
14,6780.48,1.21148,1.41735,1.22164,0.59144,0.42251,0.45839,0.32046,1.19126,1.34334,1.18441,0.00140137,0.00140137,0.00140137
15,7251.31,1.20113,1.38856,1.21477,0.58981,0.42621,0.46108,0.32255,1.18907,1.33768,1.18245,0.00107023,0.00107023,0.00107023
16,7724.17,1.18903,1.36282,1.2086,0.59396,0.42688,0.46328,0.32459,1.18698,1.33184,1.18104,0.000774911,0.000774911,0.000774911
17,8196.76,1.18129,1.33793,1.20136,0.59555,0.42986,0.46581,0.32639,1.18543,1.32697,1.17955,0.000522683,0.000522683,0.000522683
18,8671.53,1.17313,1.32042,1.19678,0.5962,0.43103,0.46758,0.32813,1.18368,1.32296,1.17813,0.000319759,0.000319759,0.000319759
19,9147.09,1.16735,1.3047,1.19375,0.59954,0.43275,0.46943,0.32931,1.18216,1.31936,1.17701,0.000171135,0.000171135,0.000171135
20,9622.28,1.16323,1.29527,1.19011,0.5979,0.43545,0.47099,0.33018,1.18157,1.31658,1.17619,8.04714e-05,8.04714e-05,8.04714e-05
