layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.240300,16,13,3.259475,3.228755,2.616248,2.615300
model.1.conv,0.224900,32,25,3.228755,3.201875,2.615300,2.614250
model.10.cv2.conv,0.244100,256,194,3.201875,3.176356,2.614250,2.574508
model.13.cv2.conv,0.272100,128,94,3.176356,3.144750,2.574508,2.561418
model.16.cv2.conv,0.298100,64,45,3.144750,3.034458,2.561418,2.535977
model.17.conv,0.318000,64,44,3.034458,3.017370,2.535977,2.525297
model.19.cv2.conv,0.274000,128,93,3.017370,2.953138,2.525297,2.454912
model.2.cv2.conv,0.210600,64,51,2.953138,2.888908,2.454912,2.446787
model.20.conv,0.312800,128,88,2.888908,2.871404,2.446787,2.403027
model.22.cv2.conv,0.277300,256,186,2.871404,2.841976,2.403027,2.329457
model.23.cv2.0.0.conv,0.318600,64,44,2.841976,2.716280,2.329457,2.309817
model.23.cv2.0.1.conv,0.321200,64,44,2.716280,2.657272,2.309817,2.300597
model.23.cv2.1.0.conv,0.299000,64,45,2.657272,2.614286,2.300597,2.273731
model.23.cv2.1.1.conv,0.292000,64,46,2.614286,2.600750,2.273731,2.265271
model.23.cv2.2.0.conv,0.264100,64,48,2.600750,2.586344,2.265271,2.229255
model.23.cv2.2.1.conv,0.249100,64,49,2.586344,2.583362,2.229255,2.221800
model.23.cv3.0.0.1.conv,0.333800,80,54,2.583362,2.560732,2.221800,2.218264
model.23.cv3.0.1.1.conv,0.334300,80,54,2.560732,2.538268,2.218264,2.214754
model.23.cv3.1.0.1.conv,0.322200,80,55,2.538268,2.530908,2.214754,2.210154
model.23.cv3.1.1.1.conv,0.323000,80,55,2.530908,2.525468,2.210154,2.206754
model.23.cv3.2.0.1.conv,0.279500,80,58,2.525468,2.523030,2.206754,2.200660
model.23.cv3.2.1.1.conv,0.281200,80,58,2.523030,2.521807,2.200660,2.197602
model.3.conv,0.209000,64,51,2.521807,2.478210,2.197602,2.190790
model.4.cv2.conv,0.217000,128,101,2.478210,2.400623,2.190790,2.155339
model.5.conv,0.210100,128,102,2.400623,2.357442,2.155339,2.128351
model.6.cv2.conv,0.213100,128,101,2.357442,2.318692,2.128351,2.057476
model.7.conv,0.216400,256,201,2.318692,2.293040,2.057476,1.993346
model.8.cv2.conv,0.217600,256,201,2.293040,2.281754,1.993346,1.965131
model.9.cv2.conv,0.222100,256,200,2.281754,2.264528,1.965131,1.922067
