layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.236100,16,13,3.259475,3.228755,2.616248,2.615300
model.1.conv,0.217100,32,26,3.228755,3.205715,2.615300,2.614400
model.10.cv2.conv,0.240700,256,195,3.205715,3.180608,2.614400,2.575299
model.13.cv2.conv,0.275100,128,93,3.180608,3.148072,2.575299,2.561824
model.16.cv2.conv,0.307000,64,45,3.148072,3.037780,2.561824,2.536383
model.17.conv,0.331400,64,43,3.037780,3.019838,2.536383,2.525169
model.19.cv2.conv,0.277300,128,93,3.019838,2.955606,2.525169,2.454784
model.2.cv2.conv,0.199700,64,52,2.955606,2.896316,2.454784,2.447284
model.20.conv,0.324900,128,87,2.896316,2.878375,2.447284,2.402430
model.22.cv2.conv,0.281400,256,184,2.878375,2.848106,2.402430,2.326758
model.23.cv2.0.0.conv,0.332100,64,43,2.848106,2.716125,2.326758,2.306136
model.23.cv2.0.1.conv,0.335300,64,43,2.716125,2.655376,2.306136,2.296644
model.23.cv2.1.0.conv,0.308100,64,45,2.655376,2.612391,2.296644,2.269778
model.23.cv2.1.1.conv,0.299500,64,45,2.612391,2.598103,2.269778,2.260848
model.23.cv2.2.0.conv,0.265200,64,48,2.598103,2.583812,2.260848,2.225120
model.23.cv2.2.1.conv,0.246900,64,49,2.583812,2.580830,2.225120,2.217665
model.23.cv3.0.0.1.conv,0.350700,80,52,2.580830,2.556458,2.217665,2.213857
model.23.cv3.0.1.1.conv,0.351400,80,52,2.556458,2.532625,2.213857,2.210133
model.23.cv3.1.0.1.conv,0.336500,80,54,2.532625,2.524970,2.210133,2.205349
model.23.cv3.1.1.1.conv,0.337500,80,53,2.524970,2.519138,2.205349,2.201704
model.23.cv3.2.0.1.conv,0.284100,80,58,2.519138,2.516718,2.201704,2.195654
model.23.cv3.2.1.1.conv,0.286200,80,58,2.516718,2.515495,2.195654,2.192596
model.3.conv,0.197600,64,52,2.515495,2.474561,2.192596,2.186200
model.4.cv2.conv,0.207400,128,102,2.474561,2.399847,2.186200,2.152062
model.5.conv,0.199000,128,103,2.399847,2.357967,2.152062,2.125887
model.6.cv2.conv,0.202600,128,103,2.357967,2.322087,2.125887,2.060262
model.7.conv,0.206700,256,204,2.322087,2.297460,2.060262,1.998694
model.8.cv2.conv,0.208200,256,203,2.297460,2.286584,1.998694,1.971505
model.9.cv2.conv,0.213700,256,202,2.286584,2.269974,1.971505,1.929979
