epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,498.79,1.76641,3.62095,1.67741,0.54901,0.06397,0.04406,0.02817,1.57049,2.7298,1.50496,0.0350081,0.00166577,0.00166577
2,1014.07,1.45765,2.67277,1.39523,0.33633,0.17782,0.13724,0.09073,1.42852,2.1842,1.37067,0.0199878,0.00331212,0.00331212
3,1529.93,1.3841,2.29251,1.33503,0.38454,0.24913,0.23094,0.15354,1.36303,1.89492,1.31878,0.004887,0.00487799,0.00487799
4,2045.14,1.34203,2.07588,1.30505,0.46911,0.3081,0.30905,0.20957,1.30989,1.70276,1.27855,0.00473024,0.00473024,0.00473024
5,2563.57,1.3102,1.92974,1.28174,0.5225,0.33775,0.35169,0.24002,1.27472,1.59304,1.25123,0.00452732,0.00452732,0.00452732
6,3070.43,1.28871,1.84495,1.26776,0.53276,0.36236,0.37924,0.25992,1.25362,1.52638,1.23462,0.00427509,0.00427509,0.00427509
7,3553.13,1.27003,1.78814,1.25713,0.53854,0.37778,0.39559,0.27202,1.23736,1.48382,1.22251,0.00397977,0.00397977,0.00397977
8,4030.9,1.25542,1.73953,1.2463,0.56125,0.37966,0.40711,0.28091,1.22925,1.45774,1.21595,0.00364863,0.00364863,0.00364863
9,4529.14,1.2453,1.70158,1.23953,0.56374,0.38644,0.41502,0.28622,1.22337,1.44217,1.21159,0.00328982,0.00328982,0.00328982
10,5034.64,1.23396,1.66607,1.23192,0.5695,0.38803,0.41995,0.29024,1.21811,1.42915,1.20829,0.00291218,0.00291218,0.00291218
11,5521.58,1.26178,1.57133,1.2594,0.57228,0.39195,0.42544,0.29458,1.21364,1.41679,1.20468,0.002525,0.002525,0.002525
12,5980.67,1.24739,1.53114,1.24797,0.578,0.39476,0.42982,0.29809,1.20992,1.40594,1.20186,0.00213782,0.00213782,0.00213782
13,6439.38,1.23539,1.49477,1.23913,0.57628,0.40109,0.43343,0.30101,1.20721,1.39622,1.19955,0.00176018,0.00176018,0.00176018
14,6913.45,1.22214,1.46203,1.23155,0.56432,0.40658,0.437,0.30357,1.20419,1.38798,1.19728,0.00140137,0.00140137,0.00140137
15,7400.42,1.21315,1.43422,1.22461,0.56026,0.41135,0.44011,0.30617,1.20072,1.38055,1.19431,0.00107023,0.00107023,0.00107023
16,7887.02,1.19895,1.40621,1.21726,0.57514,0.41441,0.44325,0.30889,1.19817,1.37351,1.19225,0.000774911,0.000774911,0.000774911
17,8372.99,1.19144,1.38158,1.21054,0.56168,0.41904,0.44607,0.31109,1.19543,1.36776,1.19022,0.000522683,0.000522683,0.000522683
18,8833.75,1.18329,1.36311,1.20589,0.57702,0.42116,0.44861,0.31272,1.1931,1.36236,1.18835,0.000319759,0.000319759,0.000319759
19,9283.2,1.17714,1.34686,1.20208,0.57832,0.42398,0.45106,0.31458,1.19143,1.35802,1.18702,0.000171135,0.000171135,0.000171135
20,9747.14,1.17379,1.33743,1.19846,0.58176,0.42426,0.45277,0.31609,1.19018,1.35448,1.18589,8.04714e-05,8.04714e-05,8.04714e-05
