layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.037200,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.019500,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.041500,256,246,3.244934,3.240818,2.615764,2.609354
model.13.cv2.conv,0.073700,128,119,3.240818,3.232452,2.609354,2.605889
model.16.cv2.conv,0.103600,64,58,3.232452,3.197623,2.605889,2.597855
model.17.conv,0.126500,64,56,3.197623,3.189290,2.597855,2.592647
model.19.cv2.conv,0.075900,128,119,3.189290,3.172774,2.592647,2.574548
model.2.cv2.conv,0.003200,64,63,3.172774,3.167833,2.574548,2.573923
model.20.conv,0.120500,128,113,3.167833,3.159865,2.573923,2.554003
model.22.cv2.conv,0.079700,256,236,3.159865,3.151457,2.554003,2.532983
model.23.cv2.0.0.conv,0.127100,64,56,3.151457,3.095188,2.532983,2.524191
model.23.cv2.0.1.conv,0.130100,64,56,3.095188,3.066055,2.524191,2.519639
model.23.cv2.1.0.conv,0.104600,64,58,3.066055,3.050234,2.519639,2.509751
model.23.cv2.1.1.conv,0.096600,64,58,3.050234,3.044599,2.509751,2.506229
model.23.cv2.2.0.conv,0.064500,64,60,3.044599,3.040278,2.506229,2.495425
model.23.cv2.2.1.conv,0.047300,64,61,3.040278,3.039552,2.495425,2.493610
model.23.cv3.0.0.1.conv,0.144600,80,69,3.039552,3.029062,2.493610,2.491971
model.23.cv3.0.1.1.conv,0.145100,80,69,3.029062,3.018502,2.491971,2.490321
model.23.cv3.1.0.1.conv,0.131300,80,70,3.018502,3.015142,2.490321,2.488221
model.23.cv3.1.1.1.conv,0.132200,80,70,3.015142,3.012726,2.488221,2.486711
model.23.cv3.2.0.1.conv,0.082200,80,74,3.012726,3.011941,2.486711,2.484749
model.23.cv3.2.1.1.conv,0.084200,80,74,3.011941,3.011569,2.484749,2.483819
model.3.conv,0.001200,64,63,3.011569,3.007524,2.483819,2.483187
model.4.cv2.conv,0.010300,128,127,3.007524,3.004651,2.483187,2.481874
model.5.conv,0.002400,128,127,3.004651,3.002616,2.481874,2.480602
model.6.cv2.conv,0.005900,128,127,3.002616,3.001180,2.480602,2.477977
model.7.conv,0.009700,256,254,3.001180,3.000060,2.477977,2.475177
model.8.cv2.conv,0.011100,256,254,3.000060,2.999650,2.475177,2.474151
model.9.cv2.conv,0.016300,256,252,2.999650,2.998420,2.474151,2.471075
