layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.275200,16,12,3.259475,3.218515,2.616248,2.614984
model.1.conv,0.271400,32,24,3.218515,3.189638,2.614984,2.613856
model.10.cv2.conv,0.276200,256,186,3.189638,3.160826,2.613856,2.568986
model.13.cv2.conv,0.283300,128,92,3.160826,3.127361,2.568986,2.555126
model.16.cv2.conv,0.289800,64,46,3.127361,3.022874,2.555126,2.531024
model.17.conv,0.294800,64,46,3.022874,3.007236,2.531024,2.521250
model.19.cv2.conv,0.283700,128,92,3.007236,2.941169,2.521250,2.448854
model.2.cv2.conv,0.267800,64,47,2.941169,2.857175,2.448854,2.438229
model.20.conv,0.293500,128,91,2.857175,2.841117,2.438229,2.398084
model.22.cv2.conv,0.284600,256,184,2.841117,2.810848,2.398084,2.322412
model.23.cv2.0.0.conv,0.295000,64,46,2.810848,2.696685,2.322412,2.304574
model.23.cv2.0.1.conv,0.295600,64,46,2.696685,2.641504,2.304574,2.295952
model.23.cv2.1.0.conv,0.290000,64,46,2.641504,2.601040,2.295952,2.270662
model.23.cv2.1.1.conv,0.288300,64,46,2.601040,2.587245,2.270662,2.262040
model.23.cv2.2.0.conv,0.281200,64,47,2.587245,2.572061,2.262040,2.224079
model.23.cv2.2.1.conv,0.277500,64,47,2.572061,2.568742,2.224079,2.215783
model.23.cv3.0.0.1.conv,0.298800,80,57,2.568742,2.548576,2.215783,2.212632
model.23.cv3.0.1.1.conv,0.298900,80,57,2.548576,2.528262,2.212632,2.209458
model.23.cv3.1.0.1.conv,0.295900,80,57,2.528262,2.521528,2.209458,2.205249
model.23.cv3.1.1.1.conv,0.296100,80,57,2.521528,2.516450,2.205249,2.202075
model.23.cv3.2.0.1.conv,0.285100,80,58,2.516450,2.514030,2.202075,2.196025
model.23.cv3.2.1.1.conv,0.285600,80,58,2.514030,2.512806,2.196025,2.192967
model.3.conv,0.267300,64,47,2.512806,2.459712,2.192967,2.184671
model.4.cv2.conv,0.269400,128,94,2.459712,2.362010,2.184671,2.140029
model.5.conv,0.267600,128,94,2.362010,2.308970,2.140029,2.106879
model.6.cv2.conv,0.268400,128,94,2.308970,2.260173,2.106879,2.017629
model.7.conv,0.269200,256,188,2.260173,2.230171,2.017629,1.942625
model.8.cv2.conv,0.269500,256,188,2.230171,2.216218,1.942625,1.907741
model.9.cv2.conv,0.270600,256,187,2.216218,2.194993,1.907741,1.854680
